text,expected,predicted,latency_sec
i gotta cancel my reservation for barry at red robin,cancel_reservation,cancel_reservation,0.35
i have to cancel my reservation,cancel_reservation,cancel_reservation,0.35
i need to cancel my reservation for new york to xai varanda,cancel_reservation,cancel_reservation,0.359
please unreserve that table,cancel_reservation,cancel_reservation,0.362
i have a reservation at pizza hut under the name leia roberts and i want to cancel it,cancel_reservation,cancel_reservation,0.362
carla doesn't want her olive garden reservation anymore,cancel_reservation,cancel_reservation,0.431
i no longer want my reservation for 5 at the loft cancel it please,cancel_reservation,cancel_reservation,0.385
get rid of my 4 pm reservation at the steakhouse please,cancel_reservation,cancel_reservation,0.481
cancel my reservation for chris at jp field's,cancel_reservation,cancel_reservation,0.368
the reservation i created is not necessary anymore,cancel_reservation,cancel_reservation,0.408
i'd like to cancel my reservation for 5 at hoss's steak house,cancel_reservation,cancel_reservation,0.351
scrap reservation at 4 for red robin,cancel_reservation,cancel_reservation,0.341
"cancel the dinner reservation i made, okay",cancel_reservation,cancel_reservation,0.412
the reservation i have isn't needed any more,cancel_reservation,cancel_reservation,0.336
"cancel my reservation for dinner tonight, please",cancel_reservation,cancel_reservation,0.41
nix that reservation for 4 at strip house,cancel_reservation,cancel_reservation,0.35
i do not actually need my reservation anymore,cancel_reservation,cancel_reservation,0.461
please delete the reservation for 3 people at outback,cancel_reservation,cancel_reservation,0.348
i no longer need the reservation for 20 at ihop,cancel_reservation,cancel_reservation,1.848
get rid of my dinner reservation,cancel_reservation,cancel_reservation,0.483
cancel that reservation for 8 at barney's,cancel_reservation,cancel_reservation,0.361
tell the restaurant i cannot make it,cancel_reservation,cancel_reservation,0.518
i need to cancel my reservation after all,cancel_reservation,cancel_reservation,0.348
scrap that dinner reservation,cancel_reservation,cancel_reservation,0.346
i don't need the reservation anymore,cancel_reservation,cancel_reservation,0.348
cancel my reservation for 4 at red robin,cancel_reservation,cancel_reservation,0.359
please cancel my reservation,cancel_reservation,cancel_reservation,0.416
will car rentals be available in boston from march 2 to march 4,car_rental,car_rental,0.35
find a decent rental care for next week at the philadelphia airport,car_rental,car_rental,0.414
"can you find a rental car for me that is available this monday through thursday , any make will do",car_rental,car_rental,0.362
can you book a car rental today to new york city to philadelphia,car_rental,car_rental,0.518
book a car rental to miami florida today,car_rental,car_rental,0.407
help me get a rental car,car_rental,car_rental,0.345
id like a rental car in denver colorado between january 1st and january 3rd and id like a ford if possible,car_rental,car_rental,0.369
help me book a rental car in green bay,car_rental,car_rental,0.371
i need to rent a car in chicago but don't know how,car_rental,car_rental,0.332
i need a rental car for sfo from friday to saturday,car_rental,car_rental,0.32
where can i rent a car in singapore,car_rental,car_rental,0.359
i want to rent a car in boise from april 12-15,car_rental,car_rental,0.425
i want to rent a car in boston for march 2 until march 4,car_rental,car_rental,3.47
rent a car for 3/1 through 3/3 in boston; i'd prefer an suv,car_rental,car_rental,0.364
i need to rent a car for may 3rd to may 5th in indianapolis and i'd like a mercedes,car_rental,car_rental,0.507
how can i rent a car in las vegas,car_rental,car_rental,0.358
help me find a car to rent,car_rental,car_rental,0.357
how can i rent a car in boston,car_rental,car_rental,0.34
"can you see if i can rent a car from dallas on the dates of march 1, 2019 to march 3, 2019",car_rental,car_rental,0.33
i will need a rental car since i'm going to travel to new york,car_rental,car_rental,0.33
i want a rental car that is available tomorrow and that i can keep for four days please find me one,car_rental,car_rental,0.327
could i rent a car from tuesday to thursday out of lax,car_rental,car_rental,0.354
"in x, help me book a car",car_rental,car_rental,0.44
i'd like to rent a vehicle from nov 1st to nov 15th in san antonio and i need a 15 passenger van,car_rental,car_rental,4.969
how many places in dallas can i rent a car,car_rental,car_rental,0.415
where can i rent a car soon,car_rental,car_rental,0.392
i need to rent an suv in charlestown for the first week in june who do you suggest,car_rental,car_rental,0.327
how can i rent a ride in alaska from march 5th to march 18th,car_rental,car_rental,0.36
"i want to rent the cheapest car for charlottesville, virginia for march 7th through 10th, that's monday, tuesday, wednesday and thursday",car_rental,car_rental,0.417
could i get assistance booking a car rental in las vegas,car_rental,car_rental,0.338
i wish to know why my card was declined yesterday,card_declined,card_declined,3.397
i was buying qtips today at walmart and my card got declined,card_declined,card_declined,0.446
who do i need to contact to find out why my card got declined,card_declined,card_declined,0.404
"i was trying to get food at publix, why was my card declined",card_declined,card_declined,0.384
why was my card declined yesterday,card_declined,card_declined,0.363
let me know why my card was declined yesterday,card_declined,card_declined,0.354
how come starbucks declined my card when i tried to use it to pay,card_declined,card_declined,0.463
why was my card not working at target,card_declined,card_declined,0.392
let me know why my card got declined,card_declined,card_declined,0.38
tell me why was my card declined at the zoo,card_declined,card_declined,0.362
please tell me why my card was declined,card_declined,card_declined,0.351
why can't i use my credit card,card_declined,card_declined,0.427
why was my card declined,card_declined,card_declined,0.374
i was in thailand trying to buy candies and my card got declined,card_declined,card_declined,0.364
why did my card not get accepted there,card_declined,card_declined,0.487
why was my credit card not accepted,card_declined,card_declined,0.369
why did my card get rejected yesterday,card_declined,card_declined,0.357
can you tell me what caused my card to get declined at starbucks this morning,card_declined,card_declined,0.455
why was my card not accepted,card_declined,card_declined,0.364
target declined my card and i don't know why,card_declined,card_declined,0.356
i was at publix trying to buy some food but my card wouldnt work,card_declined,card_declined,0.387
can you help me understand why my card got declined,card_declined,card_declined,0.349
i was in thailand and i could not use my card to buy snacks,card_declined,international_visa,0.368
i need to know why my credit card transaction was declined,card_declined,card_declined,0.361
my card was declined at the casino and i'm wondering why,card_declined,card_declined,0.364
i was in target about to buy a chair when my card got declined,card_declined,card_declined,0.374
i wish to know why my card was declined,card_declined,card_declined,0.371
why did i get rejected on my card,card_declined,application_status,0.351
my card didn't go through when i was buying a case of water at walmart,card_declined,card_declined,0.48
tell me why my card was declined,card_declined,card_declined,0.361
"if i take a flight on pan am to denver, how many carry ons are included",carry_on,carry_on,0.417
what is the carry-on policy for flights on the airline called jetblue,carry_on,carry_on,0.341
how many carry ons can i take on a flight with american airlines to seattle,carry_on,carry_on,0.347
what are the carry-on restrictions for delta,carry_on,carry_on,0.35
i want know about carry-on for frontier,carry_on,carry_on,0.349
what is the carry-on policy for flights on transaero,carry_on,carry_on,0.371
does jet blue have any carry-on restrictions,carry_on,carry_on,0.388
i wanna know the carry-on rules for the flight i have,carry_on,carry_on,0.385
can you give me the carry-on rules for american airlines,carry_on,carry_on,0.407
how many carry ons will american let me take for a flight to los vegas,carry_on,carry_on,0.468
i would like to know delta's carry on policy,carry_on,carry_on,0.367
am i allowed carry ons for my flight with westjet to edmonton,carry_on,carry_on,0.355
"how many carry ons can i take with spirit, going to tampa",carry_on,carry_on,0.341
"when taking a flight with porter to toronto, how many carry ons can i take",carry_on,carry_on,0.329
i'm flying delta and need to know the carry-on rules,carry_on,carry_on,0.599
tell me the carry-on rules for my flight,carry_on,carry_on,0.438
can you tell me jet blue airlines' carry on policy,carry_on,carry_on,0.352
